item,task,ticker,subject,metric,baseline_published,baseline_new_inference,revision,change_from_inference,change_from_refit,note
model score,return,CRS,arimax,r2_oos,-0.0710577550543958,-0.0710577550543958,-0.0710577550543958,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,arimax,r2_oos,0.0603862693373622,0.0603862693373622,0.0603862693373622,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,ridge_rolling84,r2_oos,-0.0746652308314077,-0.0746652308314077,-0.0412792189739565,0.0,0.03338601185745121,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,ridge_rolling84,r2_oos,-0.0900660089178246,-0.0900660089178246,-0.0714702415697072,0.0,0.018595767348117395,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,ridge_rolling84,r2_oos,-0.0423015964030815,-0.0423015964030815,-0.0181853911430545,0.0,0.024116205260027,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,ridge_rolling84,r2_oos,-0.1074444375322956,-0.1074444375322956,-0.0058867947274172,0.0,0.1015576428048784,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,MTRN,distributed_all_lag1,r2_oos,-0.0742666591743881,-0.0742666591743881,-0.0859937609191967,0.0,-0.011727101744808593,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ENTG,distributed_all_lag1,r2_oos,-0.0546324122632624,-0.0546324122632624,-0.0539746016002025,0.0,0.0006578106630599004,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,CRS,distributed_all_lag1,r2_oos,-0.1278893831584686,-0.1278893831584686,-0.1004255697169607,0.0,0.02746381344150789,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,return,ATI,distributed_all_lag1,r2_oos,-0.0384000059296316,-0.0384000059296316,-0.009417320397105,0.0,0.0289826855325266,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,MTRN,pooled_ridge,qlike,0.3635025286913376,0.3635025286913376,0.3367233329113844,0.0,-0.02677919577995319,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ENTG,pooled_ridge,qlike,0.1947352742040033,0.1947352742040033,0.2078251010640311,0.0,0.013089826860027798,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,CRS,pooled_ridge,qlike,0.1579729015196234,0.1579729015196234,0.1585365628133726,0.0,0.0005636612937492125,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ATI,pooled_ridge,qlike,0.2002429225178104,0.2002429225178104,0.2397738787632803,0.0,0.0395309562454699,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,MTRN,business_pair_ridge,qlike,0.281629943222168,0.281629943222168,0.293794537176736,0.0,0.012164593954567982,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ENTG,business_pair_ridge,qlike,0.2299008268843617,0.2299008268843617,0.2264612329647304,0.0,-0.0034395939196313063,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,CRS,business_pair_ridge,qlike,0.1493450776717738,0.1493450776717738,0.1706684897175179,0.0,0.021323412045744117,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ATI,business_pair_ridge,qlike,0.2118751990480688,0.2118751990480688,0.2778434195687498,0.0,0.06596822052068099,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,MTRN,variance_ridge,qlike,0.3453219603962973,0.3453219603962973,0.387537523203173,0.0,0.04221556280687566,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ENTG,variance_ridge,qlike,0.2345624695482762,0.2345624695482762,0.236802714802264,0.0,0.002240245253987805,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,CRS,variance_ridge,qlike,0.1423292419953847,0.1423292419953847,0.1681093717384605,0.0,0.025780129743075808,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ATI,variance_ridge,qlike,0.2279237017718251,0.2279237017718251,0.2593118527819437,0.0,0.031388151010118576,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,MTRN,variance_ridge_persistence,qlike,0.3280542889575705,0.3280542889575705,0.3877852263279173,0.0,0.05973093737034679,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ENTG,variance_ridge_persistence,qlike,0.2666485926041749,0.2666485926041749,0.2662829875565268,0.0,-0.00036560504764809876,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,CRS,variance_ridge_persistence,qlike,0.1717059644902683,0.1717059644902683,0.1719502281570069,0.0,0.00024426366673860334,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ATI,variance_ridge_persistence,qlike,0.2724505305832103,0.2724505305832103,0.2731384135719771,0.0,0.0006878829887668192,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,MTRN,variance_ridge_external,qlike,0.3347043311847639,0.3347043311847639,0.3660028838579668,0.0,0.03129855267320292,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ENTG,variance_ridge_external,qlike,0.2945217244386025,0.2945217244386025,0.303792181494989,0.0,0.009270457056386516,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,CRS,variance_ridge_external,qlike,0.1553435230690635,0.1553435230690635,0.1552003020500639,0.0,-0.00014322101899957862,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ATI,variance_ridge_external,qlike,0.2385603768859987,0.2385603768859987,0.251851265511686,0.0,0.013290888625687308,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,MTRN,garch11,qlike,0.3782361332051877,0.3782361332051877,0.3782361332051877,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ENTG,garch11,qlike,0.2574661240136913,0.2574661240136913,0.2574661240136913,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,CRS,garch11,qlike,0.1688988212761536,0.1688988212761536,0.1688988212761536,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
model score,variance,ATI,garch11,qlike,0.311119344897146,0.311119344897146,0.311119344897146,0.0,0.0,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
tuning,return,all,ridge_full,v3: share at the grid maximum; v4: share choosing intercept-only,0.8863636363636364,0.8863636363636364,0.5227272727272727,0.0,-0.36363636363636365,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
tuning,return,all,core_ridge,v3: share at the grid maximum; v4: share choosing intercept-only,0.5909090909090909,0.5909090909090909,0.2727272727272727,0.0,-0.31818181818181823,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
tuning,return,all,lasso_full,v3: share at the grid maximum; v4: share choosing intercept-only,0.8181818181818182,0.8181818181818182,0.6590909090909091,0.0,-0.15909090909090917,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
tuning,return,all,elastic_full,v3: share at the grid maximum; v4: share choosing intercept-only,0.5909090909090909,0.5909090909090909,0.45454545454545453,0.0,-0.1363636363636364,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
tuning,return,all,forest_full,v3: share at the grid maximum; v4: share choosing intercept-only,,,0.5681818181818182,,,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
tuning,return,all,boost_full,v3: share at the grid maximum; v4: share choosing intercept-only,,,0.9090909090909091,,,baseline_published: version 3 as reported; baseline_new_inference: version-3 forecasts rescored with the version-4 inference; revision: version-4 forecasts and inference.
